,,,,,,,,
,四諦,,,,明らかにした四つの真理。,,,
35,しちぶつつうかいげ,,字,,過去七仏が守り続けた戒めの偈。,0,,
,七仏通誡偈,,,,,,,
36,しゅみだん,,字,,堂内に仏像を安置するために、,0,,
,須弥壇,,,,床面より高く設けられた壇。,,,
37,しょうてんさん、しょうてんざん,,字,,待乳山聖天宮のこと。,0,,
,聖天山,,,,,,,
38,しょうもん,5,字,,仏の声を聞く者。,0,,
,声聞,,,,,,,
39,しょぎょうむじょう,,字,,世の中のすべては常に変化し生滅して、,0,,
,諸行無常,,,,永久不変なものはないということ。,,,
40,しんさんしき、しんざんしき,,字,,寺院に新命を受けた僧侶が、,0,,
,晋山式,,,,住職として入寺する儀式。,,,
41,すいしゃく、すいじゃく,,字,,仏や菩薩が仮の姿を持って顕現すること。,0,,
,垂迹,,,,,,,
42,ずし,,字,,仏像・仏舎利・教典・位牌などを,0,,
,厨子,,,,中に安置するための収納具。,,,
43,ちえ,,字,,相対世界に向かう働きの智と、,0,,
,智慧,,,,悟りを導く精神作用の慧。 ,,,
44,てっせん,,字,,神前の供え物をさげること。,0,,
,撤饌,,,,,,,
45,てんがい,,字,,仏像や住職が座っている上に翳される,0,,
,天蓋,,,,笠状の仏具。,,,
46,とくしぶ,,字,,釈迦の没後300年頃に分派した、,0,,
,犢子部,,,,部派仏教の一派。,,,
47,なむあみだぶつ,,字,,名号のひとつで「六字名号」のこと。,0,,
,南無阿弥陀仏,,,,,,,
48,なむみょうほうれんげきょう,,字,,「法華経」を聖典とする宗派が唱える,0,,
,南無妙法蓮華経,,,,お題目。,,,
49,ねはんじゃくじょう,,字,,煩悩をなくして、悟りの境地に至ること。 ,0,,
,涅槃寂静,,,,,,,
50,ねんげみしょう,,字,,禅林において喧伝された説話。,0,,
,拈華微笑,,,,,,,
51,ほうし、はっす,,字,,師匠の教えを受け継いだ人のこと。 ,0,,
,法嗣,,,,,,,
52,びくに,,字,,出家した女性の仏教徒。,0,,
,比丘尼,,,,,,,
53,びゃくしぶつ,,字,,独りで悟るもののこと。,0,,
,辟支仏,,,,,,,
54,びるしゃなぶつ,,字,,大日如来のこと。,0,,
,毘盧遮那仏,,,,,,,
55,ぶっしゃり,,字,,入滅した釈迦が荼毘に付された際の,0,,
,仏舎利,,,,遺骨のこと。,,,
56,ぶっだ,,字,,悟りの最高位「仏の悟り」を開いた人を,0,,
,仏陀,,,,指す言葉。,,,
57,へんじょうなんし,,字,,仏教用語。 ,0,,
,変成男子,,,,「女性の身を変えて男性の身に成る」意。,,,
58,ほうかほこ、ほうかぼこ,,字,,祇園祭先祭の鉾。,0,,
,放下鉾,,,,,,,
59,ほうぼう、ぼうほう,,字,,誹謗正法の略。,0,,
,謗法,,,,一部の宗派間で使われる用語。,,,
60,ぼんがいちにょ,,字,,梵と我が同一であることを知ることにより、,0,,
,梵我一如,,,,永遠の至福に到達しようとする思想。,,,
61,きょうまん,,字,,十四誹謗の一つ。驕り高ぶること。,0,,
,憍慢,,,,,,,
62,まなしき,,字,,唯識説でいう八識のうちの第七識。 ,0,,
,末那識,,,,,,,
63,みょうが,,字,,神仏から知らず知らずに受ける加護。,0,,
,冥加,,,,,,,
64,ゆが,,字,,心の制御・統一をはかる修行法。ヨガ。,0,,
,瑜伽,,,,,,,
65,らせつ,,字,,大力で足が速く、人を食うといわれる悪鬼。,0,,
,羅刹,,,,,,,
66,りくどう、ろくどう,,字,,衆生が生前に業因により,0,,
,六道,,,,生死を繰り返す六つの迷いの世界。,,,
67,りんね,,字,,衆生が三界六道の迷いの世界に,0,,
,輪廻,,,,生死を繰り返すこと。,,,
68,るり,,字,,七宝の一つ。 青色の美しい宝石。,0,,
,瑠璃,,,,,,,
69,わさん,,字,,経典・教義などに対して,0,,
,和讃,,,,和語を用いてほめたたえる讃歌。,,,
70,しょあくまくさ,,字,,諸悪をしてはいけないということ。,0,,
,諸悪莫作,,,,,,,
71,しゃこ,,字,,七宝の一つ。 白色系のサンゴ。,0,,
,硨磲,,,,,,,
72,めのう,,字,,七宝の一つ。 縞状の玉髄の一種。,0,,
,瑪瑙,,,,,,,
73,あらやしき,,字,,唯識説でいう八識のうちの第八識。 ,0,,
,阿頼耶識,,,,,,,
74,きょうぜん,,字,,十四誹謗の一つ。 仏法の善を信受する者を,0,,
,軽善,,,,軽く見る・蔑視すること。,,,
75,じゃくよく,,字,,十四誹謗の一つ。欲望に執着して,0,,
,著欲,,,,仏法に不信すること。,,,
76,ふだらくじょうど,,字,,観音菩薩の降臨する霊場。,0,,
,補陀落浄土,,,,,,,
77,りんざいしゅう,,字,,日本の三禅宗の一つ。,0,,
,臨済宗,,,,,,,
78,そうとうしゅう,,字,,日本の三禅宗の一つ。,0,,
,曹洞宗,,,,,,,
79,じんでんごう,,字,,計り知れないほど長い時間のこと。,0,,
,塵点劫,,,,,,,
80,あぶだ(じごく),,字,,八寒地獄の第一。,0,,
,頞部陀(地獄),,,,寒さのあまり鳥肌が立ち、痘痕を生じる。,,,
81,にらぶだ(じごく),,字,,八寒地獄の第二。,0,,
,尼剌部陀(地獄),,,,鳥肌が潰れ、全身にあかぎれが生じる。,,,
82,あたた(じごく),,字,,八寒地獄の第三。,0,,
,頞哳吒(地獄),,,,寒さによって「あたた」という悲鳴を生じる。,,,
83,とうかつ(じごく),,字,,いたずらに生き物の命を断つ者が落ちる地獄。,0,,
,等活(地獄),,,,閻浮提の地下、1千由旬にある。,,,
84,こくじょう(じごく),,字,,殺生のうえに盗みを重ねた者が落ちる地獄。,0,,
,黒縄(地獄),,,,等活地獄の下に位置する。,,,
85,うるまんとそうしょ,,字,,大焦熱地獄に属する小地獄の一つ。,0,,
,雨縷鬘抖擻処,,,,混乱に乗じて尼僧を犯した者が落ちる。,,,
86,かかけいしょ,,字,,衆合地獄に属する小地獄の一つ。,0,,
,何何奚処,,,,兄弟、姉妹を邪淫を行った者が落ちる。,,,
87,かっこしょ、かちこしょ,,字,,衆合地獄に属する小地獄の一つ。,0,,
,割刳処,,,,溶けた赤銅を口から注ぎ込んで内臓を焼く。,,,
88,とんじゃく,,字,,仏語。むさぼり執着すること。,0,,
,貪着,,,,物事にとらわれること。,,,
89,ないり,,字,, 地獄のこと。 奈落。,0,,
,泥黎,,,,,,,
90,たいもつ,,字,,楽の世界から苦の世界へ落ちること。,0,,
,退没,,,,,,,
91,けつじょうしん,,字,,仏語。疑い迷うことのない信心。,0,,
,決定信,,,,,,,
92,さんぜじっぽう,,字,,仏語。三世と十方。,0,,
,三世十方,,,,無限の時間と無限の空間。,,,
93,いんぼん,,字,,仏語。,0,,
,淫犯,,,,定められた戒めを破って性欲を満たすこと。,,,
94,しゃべつかい,,字,,仏語。現象世界のこと。,0,,
,差別界,,,,,,,
95,ようしょう,5,字,,仏語。永遠に滅しないこと。,0,,
,永生,,,,,,,
96,しょうじゅ,5,字,,仏語。衆生を導くために、,0,,
,摂受,,,,衆生の善を受け入れ、収めとること。,,,
97,しゃくぶく、じゃくぶく,5,字,,仏語。悪人・悪法を打ち砕き、,0,,
,折伏,,,,迷いを覚まさせること。,,,
98,くげん,,字,,仏語。死後、地獄におちて受ける苦しみ。,0,,
,苦患,,,,,,,
99,ばさら、ばざら,,字,,仏語。金剛の意。,0,,
,伐折羅,,,,,,,
100,びらんば,,字,,劫初・劫末に起こるという大暴風。,0,,
,毘藍婆,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
